Fecha,Orden ID,Cliente ID,Nombre del Cliente,Ciudad Cliente,Vendedor ID,Ciudad Vendedor,Producto ID,Categoria Producto,Peso Producto g,Volumen Producto cm3,Fotos Producto,Precio Unitario,Cantidad,Subtotal Orden,Costo Flete,Total Orden,Total Pago Orden,Tiempo Entrega Estimado (Dias),Estado Orden,Calificacion,Tiempo de Reposicion,ClasificacionABC
2018-01-26,519969ff2784ef6b51d1a89f1534c23f,b75740288b209973aa736f4dd1b65502,5b19b3434d9c9e51703f9b53abe7d0f6,MG,f4db9b37944bcb8873e6b456ee190bbf,itaquaquecetuba,60567eaf5cdf794639e94508ec387a82,fashion_bolsas_e_acessorios,3350.0,49600.0,1.0,169.99,1,169.99,26.03,196.02,196.02,26.391134259290993,delivered,3.0,88,C
2017-01-10,51b79a492b5e53504ce70340ce111374,c3057d4a0fcd85b33e6a7b59bcd257a0,4d16bcc453234aa62a86defb6b08ab85,RJ,4a3ca9315b744ce9f8e9374361493884,ibitinga,61984b4164968929229a5bed244e353d,cama_mesa_banho,850.0,12350.0,3.0,48.9,1,48.9,15.56,64.46,64.46,40.31155092595145,delivered,5.0,24,C
2018-03-23,51e8e9b5d80b938a3268cdffe95a59dc,5741b6f030a22bd35a06b1d168c6c6c9,e299fca43b2ccd2ed3e8508c6e464e9f,SP,de23c3b98a88888289c6f5cc1209054a,sao paulo,600807028ef02560765e441c161a9da3,papelaria,250.0,2205.0,3.0,89.9,1,89.9,8.98,98.88000000000001,98.88,12.4661226850003,delivered,4.0,58,C
2017-03-09,51f1a03bb8aae115ea6387a8e7edc7e7,d568e7d521edb18c32a390f5862b9783,8e52eb09fa2a5cb317ee70dd01372b80,SP,acb6c2ca5c82411c1fdb88d5fd5eb95e,sao paulo,63ee501f72520d5ec54cef5fd3a21a20,esporte_lazer,1093.0,5040.0,3.0,52.9,1,52.9,11.75,64.65,64.65,21.338113425765187,delivered,5.0,3,C
2017-02-05,51f2bc977a4fb1086e3521f501645ddc,df54a789854ed6321831ebf6a866526c,79305ebd09ee221e5fc5f1c0deb0a83c,SP,f8db351d8c4c4c22c6835c19a46f01b0,salto,623fb8cc5f36842aa32650e2208a08c8,relogios_presentes,200.0,1872.0,3.0,24.9,1,24.9,10.96,35.86,35.86,23.196458333171904,delivered,5.0,89,C
2018-01-10,51ff4a10777aeb7e9a0e28f9c5211ec8,4ceff68d9954da5a2b1b42a4ce0e0064,510dda23465adfaed4ba7f32e0e09a51,MG,955fee9216a65b617aa5c0531780ce60,sao paulo,54d9ac713e253fa1fae9c8003b011c2a,cool_stuff,1867.0,7776.0,8.0,29.5,1,29.5,19.84,49.34,49.34,22.094432870391756,delivered,5.0,52,C
2018-04-30,521042c8d1bf073568b27c69b4496298,f07b6df75505e68e57a684ab4c4e5783,d1e79d32e78e440cfbc0f742835d7603,RJ,7142540dd4c91e2237acb7e911c4eba2,penapolis,61c3baf8e492c73dddd8f0d972e1646c,automotivo,4850.0,20539.0,5.0,59.9,1,59.9,23.0,82.9,82.9,34.0229398147203,delivered,5.0,49,C
2018-07-08,5227f2736ccc6b82c2bdf19be46b1320,20414f12194b46f9a417410d9377a39f,cd0a6b50b03fe11a71abd19ca9cc6ea2,MG,ad420dd0c4f92f8af951ac24b86d0cf5,fronteira,59be0d716996dda6b7d60b3e839efad3,beleza_saude,350.0,4356.0,7.0,160.0,1,160.0,14.46,174.46,174.46,16.498865740839392,delivered,3.0,75,C
2017-07-13,522b2777aac040e0393106af251e3a1a,2e6c46d88036d32a6244dc422fdbcb54,25dbd63e1d753e41c901ba5589216811,RJ,701938c450705b8ae65fc923b70f35c7,s jose do rio preto,591c08a1d9290193bd96d8c9e6e607ac,moveis_sala,9750.0,37260.0,2.0,103.97,1,103.97,45.19,149.16,149.16,21.254780092742294,delivered,4.0,60,C
2018-07-05,522eec5aa38ae3153b1c1a94e013947e,39eda8beee70b851aa9ba9040fb44615,9790c90c5b3a1a5237c11433331af1cb,PR,7c5b05cbdb5542049f38d90d7815b97d,sao paulo,5b668636d65ddf4e4109c6d8fb13ea56,livros_importados,300.0,1500.0,1.0,44.99,1,44.99,18.42,63.410000000000004,63.41,21.315509259235114,delivered,1.0,71,C
2018-01-15,524373cdfe081410364850a83583b23f,ad93607713cebd330319c9fb27d33ab0,912f867c2770f088ee96073537f289ea,MG,2aa3443d7bf9d9bb11133f420d75e083,rio de janeiro,5c9f86c0e642b62c2100fd8d26f38771,esporte_lazer,3717.0,72000.0,2.0,69.9,1,69.9,15.24,85.14,85.14,23.244305555708706,delivered,4.0,3,C
2017-09-01,52463ab7b28436f48c3ae2a48bc87ef5,42fa526f0f58f2ee8ee4c7791489426b,de8717915181b17553183733eac66c33,PR,aa17b35ce4de7b565be3249ba838944f,jundiai,5ba095a19bde52d6c87219061639522f,esporte_lazer,1100.0,4368.0,1.0,39.9,1,39.9,17.6,57.5,57.5,24.252094907220453,delivered,5.0,3,C
2018-02-20,526727d3eceb0478770ba8f8497f2037,ead1c51d9b4e7a887ee858e2649e4a13,726af76b08576225cf9585a3f6fdb2c3,MG,8b321bb669392f5163d04c59e235e066,sao paulo,627c9ddcab5043db4f8816ce2da1d31c,eletronicos,150.0,12000.0,2.0,18.9,1,18.9,15.1,34.0,34.0,22.541793981567025,delivered,3.0,38,C
2018-03-19,52689df16b83773c1004b27478ffe49c,1977c51e28ceb34090390b2363042d8c,5175532eb0462d3fd296a35cf5e9d217,BA,a254c682cc01e119f83530446f1df9a9,cafelandia,57414a165829139b9b534f0b4a794fe0,pet_shop,14725.0,49950.0,1.0,95.9,1,95.9,31.32,127.22,254.44,30.4412847221829,delivered,5.0,15,C
2018-01-23,526e735eb29aafd817d59ca159eb7aab,512502e3bace7f93165fa8abdca0ef2c,4d789786872da7d638b9ca3be9e6e405,CE,8b321bb669392f5163d04c59e235e066,sao paulo,610c673331ac3c4fa0f393ce5af9aa2e,eletronicos,150.0,3872.0,1.0,13.65,1,13.65,17.63,31.28,31.28,27.46300925919786,delivered,4.0,38,C
2017-10-22,5288a5c8ebb19306a1564b85ddb068f0,14afd6611044699b2f2f2afe32af6cc5,e287f4581acc932dba78075a1d2cba49,MA,12b9676b00f60f3b700e83af21824c0e,montenegro,5328338cfaa16ba10561cd970c73ca11,cool_stuff,1950.0,27588.0,1.0,199.0,1,199.0,60.56,259.56,259.56,42.63436342589557,delivered,5.0,52,C
2017-04-15,528d1ebb9f5a8601f7c1d21e05412b2f,c3fbf67004ec7cb05dbd7300afdbd4d8,d613df489b036c42a56e87f26ea6e7cd,BA,d2374cbcbb3ca4ab1086534108cc3ab7,ibitinga,62d8daeee0db3a60c234c2d1bfd10651,cama_mesa_banho,350.0,4800.0,1.0,24.9,1,24.9,20.8,45.7,45.7,46.47848379611969,delivered,4.0,24,C
2017-12-02,5296a60e3eef35a29bfacb328de58d94,347d2d46e041e08671c945edaa69b28a,b5a5f413d1debecd51fd0e4874c03bbb,SP,e63e8bfa530fb16910dd6956e592bb81,guarulhos,5d686bbd116b2de2ea1a4e1056501240,utilidades_domesticas,300.0,8000.0,3.0,32.9,1,32.9,17.4,50.3,133.87,30.08172453707084,delivered,5.0,83,C
2018-05-16,52a547866cd2082c600fb72eced19331,0bf644fc54b89e3ba5b32c2b9e618de6,9065ff1d98e9831c8b9444fa2710d313,MG,0fe2d9733ed841eb064503920015a8c0,ourinhos,6186e311c6a52e7438c538015e82cda4,automotivo,283.0,2142.0,1.0,59.88,1,59.88,18.3,78.18,78.18,19.373252314981073,delivered,5.0,49,C
2018-04-18,52f166ce5fa053bbb27d317e4fd231b7,1b848bc58de81ae1b800cf3a4571bedf,2db7f214cad74f77bf16ddd07ec20b35,SP,5dceca129747e92ff8ef7a997dc4f8ca,santa barbara d´oeste,63085bb4366ded27bcb63cbb59b4103a,bebes,13100.0,78584.0,2.0,428.0,1,428.0,18.51,446.51,446.51,22.157280092593282,delivered,5.0,21,C
2017-09-12,52f3d979cd31211d1a3ef16a187def92,93e5f8d5d2e9f57e2c745e71861cd860,d292ad21256bd552080d3990079866d3,CE,f4db9b37944bcb8873e6b456ee190bbf,itaquaquecetuba,60567eaf5cdf794639e94508ec387a82,fashion_bolsas_e_acessorios,3350.0,49600.0,1.0,169.99,1,169.99,27.33,197.32,394.64,21.529490740969777,delivered,4.0,88,C
2017-11-06,52fb2336bbf199586136afbe9822086c,8e595e393b39a8843fa07dd9715232fb,3abcdd9f2adabfc152ffc2c348ab5644,SP,7a67c85e85bb2ce8582c35f2203ad736,sao paulo,6413f7a28e149a324c4a914000399fb2,cool_stuff,975.0,19499.0,1.0,144.99,1,144.99,12.22,157.21,157.21,10.396932870149612,delivered,5.0,52,C
2018-07-07,530b947c3a33112e9d1b807557aabe41,4576c33f528da318e87dc01cf7504004,17866dccb16c944a857ae7b9447642f4,SP,ea566164622c6b439516ab18062c42cd,sao  paulo,5f439ff2783a474946e17badd77aea1c,beleza_saude,1650.0,13500.0,1.0,23.95,1,23.95,12.47,36.42,36.42,18.478842592798173,delivered,5.0,75,C
2018-04-13,530f9d2b2d0d22bbc477cdacbaa49fb6,dc828447e88442f86ee27cabb4d7aafc,af5aa18fac61372515c2e7b4546e28c6,GO,376a891762bbdecbc02b4b6adec3fdda,goiania,622bad99b4296aade0783ebecdd3fa15,esporte_lazer,400.0,4050.0,1.0,98.99,1,98.99,13.95,112.94,112.94,24.044328703545034,delivered,5.0,3,C
2018-03-01,5320fb6f684caacf933c7f9597454391,376c7f50236fad51150ba8d901db18a6,afeed2fe9f00485bae19623e306b3937,SP,3f3486b61f45078d4f31ee5e43d8c5bb,sao paulo,58f1f70c378b16f78eff44c7104aa772,esporte_lazer,1400.0,12512.0,3.0,139.99,1,139.99,16.74,156.73000000000002,156.73,25.230277777649462,delivered,4.0,3,C
2017-11-24,53366f56110f65cb92e10f720b3679a5,fd7272ee66a9a2d9dd0f622d17a1c665,fd1159c8475b7f543ab1be4ed6207869,SP,f680f85bee2d253556ac91be391d2c82,carapicuiba,62410fbefbe7df2abf7e6b23e64255ee,ferramentas_jardim,8050.0,30272.0,7.0,779.99,1,779.99,26.47,806.46,806.46,19.369212963152677,delivered,3.0,21,C
2017-08-10,5342d918c42e56be9a2f0f272c3fe39b,74fec52b25cd89db5c64b3ad5a7fc425,9e5e50606b260617bca519e8e69b1a03,PE,4a3ca9315b744ce9f8e9374361493884,ibitinga,616c497aa9cc2d4ce93eb380cf5cc121,cama_mesa_banho,30000.0,23625.0,1.0,366.4,1,366.4,27.84,394.23999999999995,394.24,34.50906250020489,delivered,5.0,24,C
2018-06-14,534a285e4e770b1bfbb710c8d45ea5b7,ae2636b5230540a5c04969749d4c0b86,0a7e10b47442388ccad9158bc3a59a98,MT,966cb4760537b1404caedd472cc610a5,diadema,53d8ee87caa1a2320c66074ff9c99e61,relogios_presentes,500.0,6460.0,5.0,599.99,1,599.99,27.59,627.58,627.58,28.6155439815484,delivered,4.0,89,C
2017-11-23,53619dd8d4a6a651b7e864560eb84fa6,9f81d99a135977d2cf33344395adba2c,4f075145fdaa9c693c87bc089a030214,CE,46dc3b2cc0980fb8ec44634e21d2718e,rio de janeiro,596faa581e9b1ca7d28a1c0777a8423b,brinquedos,500.0,8000.0,3.0,99.99,1,99.99,21.5,121.49,121.49,24.27990740723908,delivered,1.0,76,C
2018-08-14,536a2dbf28ababa5342b510c8f923472,8a5d1bd9b510a91cb37072a8bd930295,00a02d822b18db532e50e0607e615f3b,SP,1fe5540d7c1c37a595fefbacd5570d9e,paraiba do sul,62f423e57a8c157d3877ee5867d7db88,informatica_acessorios,50.0,22500.0,1.0,179.9,1,179.9,19.36,199.26,199.26,22.521412036847323,delivered,5.0,2,C
2018-04-24,537ab73bb1215513e99d2c7aba6ca5e9,b6ec4158528968d808b7af43a3ea1aa9,27ab8d21d902c587adec661570317db2,SP,750303a20e9c56b2a6bc45cdce0b897d,goiania,60aa11b81de4e2fed1ba0961cbfc97e3,esporte_lazer,497.0,2964.0,2.0,195.0,1,195.0,20.06,215.06,215.06,20.1597916665487,delivered,5.0,3,C
2018-05-17,53854521186b4ceccc013032734f928e,ad741a0dea62e6bfa77534f01016d870,9c5acc6fafd7a5681cc826cadc4169cf,SP,5343d0649eca2a983820bfe93fc4d17e,santo andre,62298e8302e154172f8904c0c2fc620d,moveis_decoracao,5000.0,46875.0,1.0,192.0,1,192.0,38.16,230.16,230.16,7.062627314589918,delivered,5.0,72,C
2018-04-09,53f0bd64140840f70f00c89e7a19fdf2,a23bb087dccfe3c78336749a1818a423,d34ae8a2849ec90990b577eca5444522,AL,4d6d651bd7684af3fffabd5f08d12e5a,jau,575a896d07cd269eb0b2b8762e0be261,esporte_lazer,6150.0,8000.0,2.0,179.0,1,179.0,51.75,230.75,230.75,29.596296296454966,delivered,5.0,3,C
2018-02-19,54020a69fb0d5742c110ce591ff4c120,9fbff61ec5b6f5b4baa4dedcabcc06af,6813a8390ddda0c53adb731cb34a44f5,SP,aafe36600ce604f205b86b5084d3d767,sao jose,57e089e3103f5cda6a4ce23b77399bdb,bebes,650.0,2240.0,4.0,47.9,1,47.9,16.11,64.00999999999999,64.01,24.37289351830259,delivered,5.0,21,C
2017-09-19,5404828155a6ed66ac6bb53e05525d39,85f811b6af8146949931a11913719763,e3f183508920c7d5ebdb5f302b016565,SC,81a1104df0f08b59c68aa5b03cfe398e,sao jose dos pinhais,557484a8965bdc4e548658239f7663fd,ferramentas_jardim,4000.0,15120.0,6.0,179.99,1,179.99,27.58,207.57,207.57,20.21451388904825,delivered,5.0,21,C
2017-06-11,5433a0ef395e151f154279cd3fcde661,b2091c657df9c1f4566e2e1c2656a13a,952bdd2866ddfc528203799b6b7a24e1,RJ,3f8247d0f772ffa58560e5c682521ad5,joinville,54405df05005a5933a1a2851d1c69c86,sinalizacao_e_seguranca,750.0,4752.0,2.0,139.9,1,139.9,18.55,158.45000000000002,158.45,25.788159721996635,processing,3.0,47,C
2018-02-14,54467f436875fa3701511ca9b24213bf,286131272a9af4b27a80c43b7c0ff1db,7623a77452d70b0794b8d4d20a2366cd,RJ,6fd52c528dcb38be2eea044946b811f8,sao paulo,58dd922cad1a0d8aa9e2eb27ebfbf1d9,cama_mesa_banho,900.0,6050.0,2.0,168.98,1,168.98,15.94,184.92,184.92,32.99331018514931,delivered,4.0,24,C
2017-05-23,544d4de462a8ad0d9492999b6708ebcc,c6bd3c920258b9d27dc6d8766cfa0b90,6829a606f6bd8cd46ca15c799d2dd71e,SP,9c0e69c7bf2619675bbadf47b43f655a,sao jose dos campos,620b45f968a49556658d15ef8560a30d,informatica_acessorios,1100.0,4096.0,1.0,329.9,1,329.9,11.72,341.62,341.62,13.283321759197861,delivered,5.0,2,C
2017-05-02,545b9d98685b98a2203d2ba6e56b8e3a,c1c485afcd2871d243f7f3282b3366a2,4993135ea14b0919c5e7460fe33730db,SP,9646c3513289980f17226a2fc4720dbd,sao jose dos campos,64051126507bdb875c1baf5b3b5a9a98,informatica_acessorios,540.0,2380.0,2.0,48.0,1,48.0,11.74,59.74,59.74,22.43343750014901,delivered,5.0,2,C
2018-01-25,54652fe6ede11ad6bb14698156b3301d,6f1801be4cc2a6fe5aa24937d0934fb6,daa45b7f25ea8c605437b139ba3870a7,RJ,1835b56ce799e6a4dc4eddc053f04066,ibitinga,5b226d7c52f86ac72457617f78cff95d,cama_mesa_banho,875.0,18000.0,1.0,56.99,1,56.99,16.16,73.15,73.15,25.377951388712972,delivered,4.0,24,C
2017-09-11,546f8ad06a534934fdf15a5b1b10b9f6,34fc1866586bd50cfde68e61ba2fed0d,729f94f1736784228b7b69193fc2e880,SC,94144541854e298c2d976cb893b81343,viamao,56bd2788c02b9ef90c6254dfb6ac257f,beleza_saude,800.0,6750.0,3.0,1149.9,1,1149.9,23.81,1173.71,1173.71,21.001238425727934,delivered,5.0,75,C
2018-06-14,54712d4ca80b81caac326c16fafc300c,b5ebd20931e0aa305e53e7a18d65bb06,7c7da83f82793be37ab68cfd215cbca8,RS,8090490573c6c0aa343a7231ebcb8c86,sao paulo - sp,5a21ffb33906d29b4ad9edf60f6f1b2e,esporte_lazer,1850.0,27000.0,3.0,149.08,1,149.08,18.84,167.92000000000002,167.92,35.31013888865709,delivered,3.0,3,C
2018-01-22,5476692f5bd7809bea1c3e1b737f9246,002236c4f333bc8df6a5939749eb7869,dbedaa0402e0dfa8b90fb9557424c5fc,SP,b76a1f8356322f12529c37b67d5c96c2,santos,603751cec205d947f27ef1ab32b7fb26,cool_stuff,700.0,8000.0,3.0,59.9,1,59.9,9.94,69.84,69.84,14.155173610895872,delivered,5.0,52,C
2018-06-28,5486a5d84a1d6dcc94887f6f2821a4be,f83e78a46acb1871c42071b5d46f0301,f94096f64929f1472a2d1f2797f9fd64,SP,7ad32824caee82087b3e2e5f33b1bf32,ibitinga,5bdfe8e8b816fda68f9f8eb7c0c08e62,cama_mesa_banho,1050.0,6300.0,1.0,37.0,1,37.0,13.84,50.84,101.68,19.441087963059545,delivered,5.0,24,C
2018-01-10,548df2c6e5f089574614894bca78acf5,8c99550966de67486c939c2337338326,aaebb8c7afcdabf86258d26301d4ee06,SC,128639473a139ac0f3e5f5ade55873a5,maringa,62ad9a8972411e333e16347051a98e2a,eletronicos,113.0,1920.0,2.0,28.9,1,28.9,3.94,32.839999999999996,81.0,26.304733796510845,delivered,1.0,38,C
2017-10-03,5499acc5807b92e82c4789054f71c37a,56fccbc4a18cfb8bcd783482f1ab5098,7e494da033761889a5e8cd607219cd24,RJ,6fd52c528dcb38be2eea044946b811f8,sao paulo,54aa236e8ff33e6f8bccd2ba26daa29b,cama_mesa_banho,1050.0,5445.0,1.0,52.82,1,52.82,2.69,55.51,187.97,34.215497685130686,delivered,4.0,24,C
2018-01-12,54c7a23f3dfaaf598f685cf985213ff5,f24242f44914c2af7b95dead241c4830,7acadf6b49418ee3fb7df43abe1eb8ac,SC,376a891762bbdecbc02b4b6adec3fdda,goiania,622bad99b4296aade0783ebecdd3fa15,esporte_lazer,400.0,4050.0,1.0,98.99,1,98.99,34.49,133.48,133.48,33.47976851835847,delivered,5.0,3,C
2018-08-08,54d4c91139989884004cead3291a4a32,3bba950dbccb49c7d5be5793713b8368,43c3369dad25da2107acd184075b0217,MG,0c8380b62e38e8a1e6adbeba7eb9688c,tres coracoes,630a236cea73f2eb6900f74e1cb2eb62,cama_mesa_banho,1200.0,4500.0,1.0,49.9,1,49.9,13.69,63.589999999999996,63.59,11.210254629608244,delivered,5.0,24,C
2017-05-06,54df475b621101259545a784f1bdfcf8,9563f0aff8ddc568e70a2814455598c6,9da055c652848f95e07a0614689cf705,SP,440dd6ab244315c632130ecfb63827b1,votuporanga,53efd9ce31847b93ddaad249b879b88c,esporte_lazer,1200.0,18368.0,2.0,97.5,1,97.5,13.7,111.2,111.2,22.06738425930962,delivered,5.0,3,C
2017-04-11,54e1a3c2b97fb0809da548a59f64c813,a0bc11375dd3d8bdd0e0bfcbcdae64e1,ae9fd757bd2bc35c083a68cea4de561c,SC,dbc22125167c298ef99da25668e1011f,borda da mata,63bff8e34e5c639696856394be9a9ac1,papelaria,800.0,25344.0,1.0,52.9,1,52.9,19.07,71.97,71.97,36.173784722108394,delivered,1.0,58,C
2017-10-30,54e7f1eb822580ef0e389f94a0500f3b,74dbd4c0c3f97452f1fa68bfe07b2485,a6574ee7605980aed495e22dc1a6abfd,RN,6fd52c528dcb38be2eea044946b811f8,sao paulo,56c0a9eb43edf8247a0a2ef0f08af0f5,cama_mesa_banho,1000.0,12800.0,2.0,129.98,1,129.98,28.98,158.95999999999998,438.01,37.25261574052274,delivered,5.0,24,C
2018-02-25,54f0988d1c9f5f7f90410c09b2cbc6e5,58ef17eb85a447ae62ef8be1c5f06b0e,8ff20423e83c5bbbca415e6f808e4403,SP,7299e27ed73d2ad986de7f7c77d919fa,araguari,619d2ba7f3d5ad00cbd93ecd49789a44,consoles_games,400.0,2016.0,4.0,55.0,1,55.0,15.14,70.14,70.14,21.06451388867572,delivered,5.0,22,C
2018-04-01,54f621bc447961fb6ab19031f7f3051b,5d55f6e348a6670ba7e6973f6dd5a345,c546454389e6db383531db164a409959,SP,3969863bb8af7f72580b3b1ffd3a17b3,sao paulo,53ecc2857666872f67f44e60b13d2ed2,ferramentas_jardim,353.0,5096.0,2.0,29.9,1,29.9,8.29,38.19,38.19,10.932453703600913,delivered,4.0,21,C
2017-12-22,54f9756bd9148ebde702040750fa59de,4731d6ffe1259974fe8f535d39df0ff9,ad27d4cdc2ccb277c7360e35093b4d2b,SP,5d0363b33554b373851fc1622e4d5f3c,atibaia,542d8fcc4a81cd455526d35b556437b7,automotivo,3900.0,40625.0,2.0,89.9,1,89.9,16.35,106.25,106.25,20.302453703712672,delivered,4.0,49,C
2018-05-08,552dee1afe356f3a07f118a9d0741b53,bc5d41700c3a57b743db4fb88939dd9c,231d36f5c4b238c26f449ffd98c79180,SC,ce69a8021d18961dd2a40269b7c2c293,curitiba,56ebd551a33ae8e9955d1f8a4c37ef52,cine_foto,1650.0,15288.0,3.0,873.99,1,873.99,48.7,922.69,922.69,20.588055555708706,delivered,5.0,73,C
2018-02-19,5541bd42a3108b24d82380b08016016c,baae2887560c54dd7d03dd369c20653e,2491c769c206ac9a83243f4150aebbd0,SP,6560211a19b47992c3666cc44a7e94c0,sao paulo,5d7c23067ed3fc8c6e699b9373d5890b,fashion_bolsas_e_acessorios,250.0,640.0,3.0,49.0,1,49.0,7.78,56.78,56.78,13.431990740820765,delivered,1.0,88,C
2017-12-06,555256eeec3c2ec4e64208bfad2ed800,60bee84236f67b60b8dc3d2322bdd1ea,dc995e402b2c0bc50fd6806abc56b662,SP,077c5fae4bea9500e3737b16f71b9d3a,sorocaba,5aadf21c27e505224812c9b055031c73,utilidades_domesticas,600.0,4048.0,1.0,5.4,1,5.4,9.27,14.67,14.67,15.275370370596647,delivered,5.0,83,C
2017-02-19,555537da82b73708bc09f6b0c8fa6747,6065549b74cda90a4ffeb7da736c69c0,fd0e843308b676214ea30ea480295e3e,RS,cbd996ad3c1b7dc71fd0e5f5df9087e2,sao jose do rio preto,63de2743d05ab59d85caa49e49459ac1,beleza_saude,178.0,3366.0,1.0,15.75,1,15.75,16.05,31.8,31.8,35.53908564802259,delivered,1.0,75,C
2017-11-24,5590b14b260d2f61b2db5efb8d4a4601,e54f8011cb29eb0d2c0d98a3e402fb5c,d8c8585ca6c2b288589f960131b1ce9e,RJ,fe2032dab1a61af8794248c8196565c9,campinas,62c89abe1afe3a23c17765d462718a4c,perfumaria,540.0,5681.0,1.0,233.0,1,233.0,16.39,249.39,249.39,19.546412037219852,delivered,5.0,61,C
2017-07-14,55966b3807b78c9c7eaf6a2c0c820abe,744ffbbbb5e51c8c5ea3f12cf97d7f8d,401f04c5c71087ab774f6db7b8297068,SC,12b9676b00f60f3b700e83af21824c0e,montenegro,5328338cfaa16ba10561cd970c73ca11,cool_stuff,1950.0,27588.0,1.0,199.0,1,199.0,17.64,216.64,216.64,30.081354166846722,delivered,5.0,52,C
2017-10-31,5599a0eebfc7ecac5cffa25fe2d57e47,905b68aed6177b504cdce690e4e85575,310bb63fcca8d5ef53e67f2497c30dba,SP,4a3ca9315b744ce9f8e9374361493884,ibitinga,60a3aec19dc1a866e9cf6a6b4430916d,cama_mesa_banho,1450.0,23625.0,1.0,84.0,1,84.0,13.61,97.61,97.61,13.552141203545034,delivered,5.0,24,C
2018-07-12,55a0d264704ff411b81f421c73eef60e,9b033056a24fd3759222c89d1ea11fd3,d333c66f33257625f8a0302519c0c7de,SP,688756f717c462a206ad854c5027a64a,guarulhos,54234b8d25e66201fe043b2fdcfa8e6e,utilidades_domesticas,676.0,5474.0,3.0,49.98,1,49.98,13.01,62.989999999999995,62.99,13.284039351623505,delivered,5.0,83,C
2018-01-03,55b360b9aeaf1fcec58a18a82b21b957,57205a3f55644a1df9ea81f81aaba2c9,5994b30cf00d1fa01b52e85a243cd175,RS,fa1c13f2614d7b5c4749cbc52fecda94,sumare,5aeece828f56fe1d486e1c5e6a7cb61c,relogios_presentes,250.0,1936.0,2.0,194.9,1,194.9,16.11,211.01,211.01,34.312696759123355,delivered,5.0,89,C
2018-07-18,55bec4dbd259b205d1705c846cb8114f,bc34487eb979ebc8d9903ff8c30960a2,04b77c8cac8753d9c354acb94fd75233,BA,7a67c85e85bb2ce8582c35f2203ad736,sao paulo,61bd46a698da866fe12ac56c1eaa1b09,bebes,2250.0,15750.0,3.0,236.99,1,236.99,28.61,265.6,265.6,21.332407407462597,delivered,5.0,21,C
2018-08-20,55c3e087340bf45947dd9df30b3808d3,30da09f031536186153c0ff9e0dcc0a7,1a76265119d59d42762c37c8cfb675dc,RJ,6c17baf138731a4aaacc3210adf2037b,franca,5daa4a09c9afb3b30d6df995fab5c2dc,perfumaria,1150.0,5120.0,1.0,100.0,1,100.0,19.45,119.45,268.9,10.02765046292916,delivered,5.0,61,C
2018-07-31,55cb20782f4a6b0174ea7afdb736265c,41d9228d4afa508a91c5fc354ce6bca1,819c65629034acc8a0e1c096c2c6715d,RJ,da8622b14eb17ae2831f4ac5b9dab84a,piracicaba,5570e58fb62fc2a83e5bda3974e35be5,cama_mesa_banho,1050.0,14440.0,1.0,99.9,1,99.9,23.5,123.4,246.8,34.98392361123115,delivered,5.0,24,C
2018-04-18,55dac85c562ddd9e05ddeaffa7631a0b,2802f5d6829832960892bfd04d065e68,bed77ec8bcd07e93809f219a65f533b3,DF,f262cbc1c910c83959f849465454ddd3,sao paulo,5637032095493f280eae8d9da00da6f1,malas_acessorios,750.0,5346.0,1.0,49.99,1,49.99,16.32,66.31,66.31,22.499155092518777,delivered,4.0,2,C
2018-01-11,55ef6f0a902bfd07ab9dc7b2e5906607,72b42984ec0c784fef6dd9f56948a4fb,9972088719a7da3e31c66731a94e6f50,MG,955fee9216a65b617aa5c0531780ce60,sao paulo,54d9ac713e253fa1fae9c8003b011c2a,cool_stuff,1867.0,7776.0,8.0,29.5,1,29.5,15.98,45.480000000000004,45.48,24.50045138876885,delivered,5.0,52,C
2018-03-07,55f2090bf41dca177f3eff3f76eab561,8b2e57215cad7768b0b04e84831c3102,1225c9614c5129a3085416d30d50e143,MG,d05ae8f7a5bd1d2a690a44cd079e4e27,rio de janeiro,5cd5c2ddc5e34238df2b53739013c255,esporte_lazer,300.0,3000.0,1.0,180.0,1,180.0,16.14,196.14,196.14,18.26519675925374,delivered,4.0,3,C
2017-06-16,56014565a50cd432153bbf6a24b8bd97,d0ec6b822c81c55e3adb5339ae509b1f,6f95381c57ad6ad5554287db77a72116,PR,12b9676b00f60f3b700e83af21824c0e,montenegro,5328338cfaa16ba10561cd970c73ca11,cool_stuff,1950.0,27588.0,1.0,199.0,1,199.0,18.64,217.64,217.64,30.140648148022592,delivered,5.0,52,C
2018-07-24,56065795dbb3836e5698286b78306226,48342baa6af62deabf69b3d7c8b4c079,0931121d09abd3191ffd255d843b8fa0,SP,6b90f847357d8981edd79a1eb1bf0acb,guarulhos,5743cde12b14a481dbc29d4dc336f92c,esporte_lazer,400.0,1782.0,2.0,59.9,1,59.9,13.08,72.98,72.98,13.661111111287028,delivered,4.0,3,C
2017-11-24,562caa9adc299af2723e54c868bd7885,e05ff8716962c594a923bbd109178b31,0e7677c6de7ed376a30bbb7b091d999f,MG,46dc3b2cc0980fb8ec44634e21d2718e,rio de janeiro,62e2471b884366ac7e2f2b28c3ed62a5,brinquedos,400.0,6336.0,1.0,139.99,1,139.99,15.73,155.72,155.72,23.45989583339542,delivered,3.0,76,C
